Campus Name,Campus,Campus Type,Campus Type Description
MCGOWEN EL,101912179,11,City: Large
MCGREGOR EL,161909101,31,Town: Fringe
MCGREGOR H S,161909001,31,Town: Fringe
MCGREGOR PRI,161909102,31,Town: Fringe
MCKAMY EL,57903124,11,City: Large
MCKAMY MIDDLE,61902053,21,Suburb: Large
MCKENZIE EL,57914118,21,Suburb: Large
MCKINNEY BOYD H S,43907007,22,Suburb: Midsize
MCKINNEY H S,43907002,22,Suburb: Midsize
MCKINNEY NORTH H S,43907004,22,Suburb: Midsize
MCLAUGHLIN STRICKLAND EL,57903135,21,Suburb: Large
MCLEAN 6TH GRADE,220905069,11,City: Large
MCLEAN MIDDLE,220905050,11,City: Large
MCLEAN SCHOOL,90903001,43,Rural: Remote
MCLENNAN CO CHALLENGE ACADEMY,161910004,12,City: Midsize
MCLEOD EL,34906101,42,Rural: Distant
MCLEOD H S,34906001,42,Rural: Distant
MCLEOD MIDDLE,34906041,42,Rural: Distant
MCMASTERS EL,101917122,21,Suburb: Large
MCMATH MIDDLE,61901046,12,City: Midsize
MCMICHAEL MIDDLE,174904043,41,Rural: Fringe
MCMULLAN EL,101905104,21,Suburb: Large
MCMULLEN COUNTY SCHOOL,162904001,43,Rural: Remote
MCNAIR EL,61901106,12,City: Midsize
MCNAMARA EL,101912227,11,City: Large
MCNEIL H S,246909004,21,Suburb: Large
MCNIEL MIDDLE,243905047,12,City: Midsize
MCNUTT EL,220901165,11,City: Large
MCQUEENEY EL,94901106,41,Rural: Fringe
MCRAE EL,220905143,11,City: Large
MCREYNOLDS MIDDLE,101912062,11,City: Large
MCROBERTS EL,101914116,21,Suburb: Large
MCSPEDDEN EL,43905138,21,Suburb: Large
MCWHORTER EL,57903129,11,City: Large
MCWHORTER EL,57914106,21,Suburb: Large
MCWHORTER EL,152901169,11,City: Large
MEACHAM MIDDLE,220905051,11,City: Large
MEAD EL,15915185,11,City: Large
MEAD MIDDLE,101902055,21,Suburb: Large
MEADOR ELEMENTARY,101917111,11,City: Large
MEADOW CREEK EL,220916122,21,Suburb: Large
MEADOW SCHOOL,223902001,42,Rural: Distant
MEADOW VILLAGE EL,15915117,11,City: Large
MEADOW WOOD EL,101920108,11,City: Large
MEADOWBROOK EL,220905141,11,City: Large
MEADOWBROOK EL,178904123,11,City: Large
MEADOWBROOK MIDDLE,220905052,11,City: Large
MEADOWCREEK EL,220912104,11,City: Large
MEADOWS EL,79907110,21,Suburb: Large
MEADOWS EL,43910102,11,City: Large
MEADOWS EL,14906108,22,Suburb: Midsize
MEDINA SCHOOL,10901001,43,Rural: Remote
MEDINA VALLEY H S,163908001,41,Rural: Fringe
MEDINA VALLEY LOMA ALTA MIDDLE,163908043,41,Rural: Fringe
MEDINA VALLEY MIDDLE,163908042,31,Town: Fringe
MEDIO CREEK EL,15912111,11,City: Large
MEDLIN MIDDLE,61911042,21,Suburb: Large
MEDLOCK YOUTH VILLAGE,57814003,41,Rural: Fringe
MELBA PASSMORE EL,20901108,21,Suburb: Large
MELILLO MIDDLE,101917140,21,Suburb: Large
MELISSA H S,43908001,41,Rural: Fringe
MELISSA MIDDLE,43908101,22,Suburb: Midsize
MELISSA RIDGE EDUCATION CENTER,43908106,22,Suburb: Midsize
MEMORIAL DRIVE EL,101920109,21,Suburb: Large
MEMORIAL EARLY COLLEGE H S WITH ST PHILIP'S,46902007,13,City: Small
MEMORIAL EL,46901108,13,City: Small
MEMORIAL EL,43910105,11,City: Large
MEMORIAL EL,101912204,11,City: Large
MEMORIAL EL,108913111,21,Suburb: Large
MEMORIAL H S,15905003,11,City: Large
MEMORIAL H S,123907009,13,City: Small
MEMORIAL H S,108906002,12,City: Midsize
MEMORIAL H S,43905012,21,Suburb: Large
MEMORIAL H S,101920001,21,Suburb: Large
MEMORIAL INT,125901042,32,Town: Distant
MEMORIAL J H,159901042,33,Town: Remote
MEMORIAL MIDDLE,108904045,13,City: Small
MEMORIAL MIDDLE,31903042,13,City: Small
MEMORIAL MIDDLE,137901042,41,Rural: Fringe
MEMORIAL MIDDLE,108912044,13,City: Small
MEMORIAL MIDDLE,240901044,11,City: Large
MEMORIAL MIDDLE,101920042,11,City: Large
MEMORIAL MIDDLE,250907041,32,Town: Distant
MEMORIAL PARKWAY EL,101914104,21,Suburb: Large
MEMORIAL PARKWAY J H,101914044,21,Suburb: Large
MEMORIAL PATHWAY ACADEMY H S,57909006,21,Suburb: Large
MEMPHIS H S,96904001,43,Rural: Remote
MEMPHIS MIDDLE,96904041,43,Rural: Remote
MENARD ELEMENTARY/JH,164901041,43,Rural: Remote
MENARD H S,164901001,43,Rural: Remote
MENCHACA EL,227901147,21,Suburb: Large
MENDENHALL EL,43910103,11,City: Large
MENDEZ EL,105902108,13,City: Small
MENDEZ MIDDLE,227901058,11,City: Large
MENGER EL,178904124,11,City: Large
MERCEDES ACADEMIC ACADEMY,108907002,21,Suburb: Large
MERCEDES DAEP,108907004,21,Suburb: Large
MERCEDES EARLY COLLEGE ACADEMY,108907006,21,Suburb: Large
MERCEDES EARLY LITERACY PROGRAM,108907110,21,Suburb: Large
MERCEDES H S,108907001,21,Suburb: Large
MERCER & BLUMBERG LRN CTR,94901002,31,Town: Fringe
MERIDIAN EL,18902101,43,Rural: Remote
MERIDIAN H S,18902001,43,Rural: Remote
MERIDIAN WORLD SCHOOL LLC,246801001,12,City: Midsize
MERIDIANA EL,20901116,41,Rural: Fringe
MERIDITH-DUNBAR EARLY CHILDHOOD ACADEMY,14909101,41,Rural: Fringe
MERKEL EL,221904102,42,Rural: Distant
MERKEL H S,221904001,42,Rural: Distant
MERKEL MIDDLE,221904041,42,Rural: Distant
MERRIFIELD EL,57907103,21,Suburb: Large
MERRIMAN PARK EL,57916134,11,City: Large
MESA VERDE EL,188901134,12,City: Midsize
MESA VISTA EL,71905121,11,City: Large
MESITA EL,71902130,11,City: Large
MESQUITE H S,57914001,21,Suburb: Large
METCALF EL,101907127,21,Suburb: Large
METHODIST CHILDREN'S HOME,227806025,12,City: Midsize
METRO OPPORTUNITY,220905019,11,City: Large
METZ EL,227901124,11,City: Large
METZLER EL,101915123,21,Suburb: Large
MEXIA H S,147903002,33,Town: Remote
MEXIA J H,147903042,33,Town: Remote
MEYER EL,79901112,21,Suburb: Large
MEYER EL,163904102,32,Town: Distant
MEYER EL,101919106,21,Suburb: Large
MEYERLAND MIDDLE,101912055,11,City: Large
MEYERPARK EL,101855101,11,City: Large
MEYERSVILLE EL,62906101,42,Rural: Distant
MG ELLIS,220905224,11,City: Large
MH SPECHT EL,46902111,21,Suburb: Large
MI ESCUELITA-CASA VIEW,57905550,11,City: Large
MI ESCUELITA-COCKRELL HILL,57905551,21,Suburb: Large
MI ESCUELITA-CROSSOVER,57905552,11,City: Large
MI ESCUELITA-GOOD SHEPHERD,57905553,11,City: Large
MIAMI SCHOOL,197902001,43,Rural: Remote
MICHAEL E FOSSUM MIDDLE,108906048,12,City: Midsize
MICHAEL EL,15915162,21,Suburb: Large
MICHAEL M BOONE EL,57911106,11,City: Large
MICHAEL R NULL MIDDLE,101924043,21,Suburb: Large
MICKEY LELAND COLLEGE PREP ACAD FOR YOUNG MEN,101912458,11,City: Large
MIDDLE COLLEGE H S AT HCC FRAGA,101912485,11,City: Large
MIDDLE COLLEGE H S AT HCC GULFTON,101912484,11,City: Large
MIDDLE LVL LRN CTR,220905018,11,City: Large
MIDLAND ACADEMY CHARTER SCHOOL,165802101,12,City: Midsize
MIDLAND ALTERNATIVE PROGRAM,165901030,12,City: Midsize
MIDLAND FRESHMAN H S,165901044,12,City: Midsize
MIDLAND H S,165901003,12,City: Midsize
MIDLOTHIAN H S,70908001,21,Suburb: Large
MIDLOTHIAN HERITAGE H S,70908003,41,Rural: Fringe
MIDWAY ALTERNATIVE H S,191901004,31,Town: Fringe
MIDWAY H S,161903001,12,City: Midsize
MIDWAY MIDDLE,161903041,22,Suburb: Midsize
MIDWAY PARK EL,220916114,21,Suburb: Large
MIDWAY SCHOOL,39905001,42,Rural: Distant
MIGUEL CARRILLO JR EL,15908112,11,City: Large
MIKE MOSELEY EL,57910130,21,Suburb: Large
MIKE MOSES MIDDLE,174904042,33,Town: Remote
MILAM EL,170902105,41,Rural: Fringe
MILAM EL,71902131,21,Suburb: Large
MILAM EL,165901113,12,City: Midsize
MILAM EL,108906111,12,City: Midsize
MILAM EL,243905121,12,City: Midsize
MILANO EL,166903102,42,Rural: Distant
MILANO H S,166903001,42,Rural: Distant
MILANO J H,166903041,42,Rural: Distant
MILBY H S,101912011,11,City: Large
MILDRED EL,175910101,42,Rural: Distant
MILDRED H S,175910001,42,Rural: Distant
MILDRED JENKINS EL,101919107,21,Suburb: Large
MILES EL,200902101,42,Rural: Distant
MILES H S,200902001,42,Rural: Distant
MILFORD SCHOOL,70909001,42,Rural: Distant
MILL STREET EL,61902144,21,Suburb: Large
MILLER EL,220901135,11,City: Large
MILLER EL,152901195,11,City: Large
MILLER EL,43910131,12,City: Midsize
MILLER EL,43905141,41,Rural: Fringe
MILLER GROVE SCHOOL,112907001,43,Rural: Remote
MILLER HEIGHTS EL,14903103,23,Suburb: Small
MILLER INT,101903144,21,Suburb: Large
MILLER INT,101917048,21,Suburb: Large
MILLER JORDAN MIDDLE,31912042,22,Suburb: Midsize
MILLER MIDDLE,105902043,13,City: Small
MILLER POINT EL,15916111,21,Suburb: Large
MILLS EL,227901181,11,City: Large
MILLSAP EL,101907110,21,Suburb: Large
MILLSAP EL,184904101,42,Rural: Distant
MILLSAP H S,184904001,42,Rural: Distant
MILLSAP MIDDLE,184904041,42,Rural: Distant
MILNE EL,101912299,11,City: Large
MILTON B LEE ACADEMY OF SCIENCE & ENGINEERING,15806003,11,City: Large
MILTON COOPER EL,101919120,21,Suburb: Large
MILTON EL,240901110,11,City: Large
MIMI FARLEY EL,180901101,43,Rural: Remote
MIMS EL,108908110,13,City: Small
MINA EL,11901102,32,Town: Distant
MINEOLA EL,250903102,32,Town: Distant
MINEOLA H S,250903001,32,Town: Distant
MINEOLA MIDDLE,250903041,32,Town: Distant
MINEOLA PRI,250903101,32,Town: Distant
MINERAL WELLS ACADEMY,182903002,32,Town: Distant
MINERAL WELLS EL,182903105,32,Town: Distant
MINERAL WELLS H S,182903001,41,Rural: Fringe
MINERAL WELLS J H,182903041,32,Town: Distant
MIRELES EL,178904149,11,City: Large
MIRELES EL,15915195,21,Suburb: Large
MISS MAY VERNON EL,199902106,41,Rural: Fringe
MISSION ACADEMY,15907210,11,City: Large
MISSION BEND EL,79907118,21,Suburb: Large
MISSION COLLEGIATE H S,108908004,21,Suburb: Large
MISSION EARLY COLLEGE H S,71909007,21,Suburb: Large
MISSION EARLY LEARNING,108908121,13,City: Small
MISSION GLEN EL,79907124,21,Suburb: Large
MISSION H S,108908001,13,City: Small
MISSION J H,108908041,13,City: Small
MISSION RIDGE,71909130,41,Rural: Fringe
MISSION VALLEY EL,235902117,42,Rural: Distant
MISSION VALLEY EL,71905135,11,City: Large
MISSION WEST EL,79907129,21,Suburb: Large
MISSOURI CITY MIDDLE,79907042,21,Suburb: Large
MISTRAL CENTER FOR EARLY CHILDHOOD,101912354,11,City: Large
MITCHELL BOULEVARD EL,220905144,11,City: Large
MITCHELL EL,21902119,13,City: Small
MITCHELL EL,43910126,11,City: Large
MITCHELL EL,101912264,11,City: Large
MITCHELL INT,170902067,13,City: Small
MITTELSTADT EL,101915116,21,Suburb: Large
MITZI BOND EL,71902160,11,City: Large
MOCKINGBIRD EL,57922105,21,Suburb: Large
MOCKINGBIRD EL,57905162,11,City: Large
MOE AND GENE JOHNSON H S,105906006,41,Rural: Fringe
MOHAWK EL,57916108,12,City: Midsize
MOISES E MOLINA H S,57905005,11,City: Large
MOISES VELA MIDDLE,31903045,13,City: Small
MONAHANS ED CTR,238902002,32,Town: Distant
MONAHANS H S,238902001,32,Town: Distant
MONNIE MEYER WYLIE PRI,201902107,41,Rural: Fringe
MONNIG MIDDLE,220905053,11,City: Large
MONTA JANE AKIN EL,246913126,41,Rural: Fringe
MONTAGUE EL,169908101,42,Rural: Distant
MONTAGUE VILLAGE EL,14906128,22,Suburb: Midsize
MONTANA VISTA EL,71901104,21,Suburb: Large
MONTCLAIR EL,178904125,11,City: Large
MONTCLAIR EL,57909121,21,Suburb: Large
MONTE ALTO EL,108915101,41,Rural: Fringe
MONTE ALTO H S,108915001,41,Rural: Fringe
MONTE CRISTO EL,108904115,13,City: Small
MONTEREY H S,152901023,11,City: Large
MONTESSORI ACADEMY AT ONESIMO HERNANDEZ EL,57905385,11,City: Large
MONTGOMERY CO J J A E P,170903003,13,City: Small
MONTGOMERY EL,170903103,41,Rural: Fringe
MONTGOMERY EL,15910122,21,Suburb: Large
MONTGOMERY EL,101912207,11,City: Large
MONTGOMERY H S,170903002,42,Rural: Distant
MONTGOMERY J H,170903042,41,Rural: Fringe
MONTWOOD H S,71909002,11,City: Large
MONTWOOD MIDDLE,71909045,11,City: Large
MOODY EARLY CHILDHOOD CENTER,84902117,31,Town: Fringe
MOODY EL,161910101,42,Rural: Distant
MOODY H S,178904004,11,City: Large
MOODY H S,161910001,42,Rural: Distant
MOODY MIDDLE,161910041,42,Rural: Distant
MOODY PRE-K,161910102,42,Rural: Distant
MOONEYHAM EL,43905124,22,Suburb: Midsize
MOORE EL,220901144,11,City: Large
MOORE EL,178904148,11,City: Large
MOORE EL,101907115,21,Suburb: Large
MOORE EL,101917129,11,City: Large
MOORE M H EL,220905146,11,City: Large
MOORE MST MAGNET SCHOOL,212905045,12,City: Midsize
MOORHEAD J H,170902051,41,Rural: Fringe
MORA EL,15915224,21,Suburb: Large
MORALES ELEMENTARY,101917133,21,Suburb: Large
MORALES J H,232903044,33,Town: Remote
MORAN SCHOOL,209902001,43,Rural: Remote
MOREHEAD MIDDLE,71902046,11,City: Large
MORENO EL,71902167,11,City: Large
MORENO EL,101912359,11,City: Large
MORENO J H,13901041,32,Town: Distant
MORGAN EL MAGNET SCHOOL,84902104,31,Town: Fringe
MORGAN MILL EL,72910101,43,Rural: Remote
MORGAN SCHOOL,18903001,43,Rural: Remote
MORNINGSIDE EL,31901129,12,City: Midsize
MORNINGSIDE EL,171901102,33,Town: Remote
MORNINGSIDE EL,220905147,11,City: Large
MORNINGSIDE EL,46902117,13,City: Small
MORNINGSIDE EL,61902121,21,Suburb: Large
MORNINGSIDE MIDDLE,220905054,11,City: Large
MORRILL EL,15904109,11,City: Large
MORRIS MIDDLE,101917135,11,City: Large
MORRIS MIDDLE,108906045,12,City: Midsize
MORRIS UPCHURCH MIDDLE,34907041,32,Town: Distant
MORTON EL,220901131,11,City: Large
MORTON RANCH EL,101914130,21,Suburb: Large
MORTON RANCH H S,101914009,21,Suburb: Large
MORTON RANCH J H,101914049,21,Suburb: Large
MORTON SCHOOL,40901001,43,Rural: Remote
MOSS EL,114901111,32,Town: Distant
MOSS EL,57914126,21,Suburb: Large
MOSS HAVEN EL,57916132,11,City: Large
MOTLEY COUNTY SCHOOL,173901001,43,Rural: Remote
MOTLEY EL,57914107,21,Suburb: Large
MOTT EL,227904121,41,Rural: Fringe
MOULTON EL,143902101,43,Rural: Remote
MOULTON H S,143902001,43,Rural: Remote
MOUND EL,126902103,21,Suburb: Large
MOUNT AUBURN STEAM ACADEMY,57905188,11,City: Large
MOUNT CALM ISD,109910101,42,Rural: Distant
MOUNT CARMEL ACADEMY,101912311,11,City: Large
MOUNT PLEASANT DAEP,225902003,33,Town: Remote
MOUNT PLEASANT H S,225902001,33,Town: Remote
MOUNT PLEASANT J H,225902041,33,Town: Remote
MOUNTAIN VIEW EL,14906121,22,Suburb: Midsize
MOUNTAIN VIEW H S,71901002,41,Rural: Fringe
MOUNTAINVIEW EL,161914116,12,City: Midsize
MOZELLE BROWN EL,212906112,41,Rural: Fringe
MS055,14906055,41,Rural: Fringe
MT ENTERPRISE EL,201907101,43,Rural: Remote
MT ENTERPRISE H S,201907001,43,Rural: Remote
MT PEAK EL,70908106,21,Suburb: Large
MT VALLEY EL,46902120,42,Rural: Distant
MT VALLEY MIDDLE,46902046,42,Rural: Distant
MT VERNON EL,80901103,33,Town: Remote
MT VERNON H S,80901001,33,Town: Remote
MT VERNON MIDDLE,80901041,33,Town: Remote
MUELLER EL,101915126,21,Suburb: Large
MUENSTER EL,49902101,43,Rural: Remote
MUENSTER H S,49902001,43,Rural: Remote
MULESHOE H S,9901001,33,Town: Remote
MULLIN MAIN,167902001,43,Rural: Remote
MULLIN OAKS,167902002,33,Town: Remote
MUMFORD EL,198906101,42,Rural: Distant
MUMFORD H S,198906001,42,Rural: Distant
MUNDAY,227806049,11,City: Large
MUNDAY EL,138903101,43,Rural: Remote
MUNDAY SECONDARY,138903001,43,Rural: Remote
MURCHISON EL,107908101,42,Rural: Distant
MURCHISON EL,227904112,41,Rural: Fringe
MURCHISON MIDDLE,227901052,11,City: Large
MURIEL FORBES ACADEMY,15907124,11,City: Large
MURNIN EL,15915130,11,City: Large
MURPHY MIDDLE,43910054,21,Suburb: Large
MURRY FLY EL,68901126,22,Suburb: Midsize
MYATT EL,241903107,32,Town: Distant
MYERS EL,15915160,11,City: Large
MYRA GREEN MIDDLE,245903041,32,Town: Distant
MYRTLE COOPER EL,71909109,11,City: Large
N A HOWRY INT,220910043,21,Suburb: Large
N GARLAND H S,57909004,21,Suburb: Large
N W HARLLEE EARLY CHILDHOOD CENTER,57905285,11,City: Large
NAAMAN FOREST H S,57909008,21,Suburb: Large
NACOGDOCHES CO ALTER ED COOP,174904004,33,Town: Remote
NACOGDOCHES H S,174904002,33,Town: Remote
NADINE JOHNSON EL,246906121,21,Suburb: Large
NANCY J COCHRAN EL,57905236,11,City: Large
NANCY MOSELEY EL,57905187,11,City: Large
NANCY NEAL EL,220908126,21,Suburb: Large
NANCY SMITH EL,209901101,43,Rural: Remote
NANNY EL,137903101,43,Rural: Remote
NAOMI PASEMANN EL,246911103,31,Town: Fringe
NAOMI PRESS EL,43907124,22,Suburb: Midsize
NARCISO CAVAZOS,108912112,21,Suburb: Large
NASH EL,19907109,23,Suburb: Small
NATALIA EARLY CHILD CTR,163903102,32,Town: Distant
NATALIA EL,163903101,41,Rural: Fringe
NATALIA H S,163903001,41,Rural: Fringe
NATALIA J H,163903041,41,Rural: Fringe
NATHA HOWELL EL,220905151,21,Suburb: Large
NATHAN ADAMS EL,57905233,11,City: Large
NATHANIEL HAWTHORNE EL,57905156,11,City: Large
NAVARRO EARLY COLLEGE H S,227901004,11,City: Large
NAVARRO EL,21902113,13,City: Small
NAVARRO EL,94903101,41,Rural: Fringe
NAVARRO EL,28902103,31,Town: Fringe
NAVARRO H S,94903001,41,Rural: Fringe
NAVARRO INT,94903102,41,Rural: Fringe
NAVARRO J H,94903041,41,Rural: Fringe
NAVARRO MIDDLE,101912054,11,City: Large
NAVASOTA H S,93904002,32,Town: Distant
NAVASOTA J H,93904042,32,Town: Distant
NAVO MIDDLE,61901047,41,Rural: Fringe
NAZARETH SCHOOL,35903001,43,Rural: Remote
NCI CHARTER SCHOOL WITHOUT WALLS,101853104,11,City: Large
NEAL EL,21902118,13,City: Small
NEAL EL,15907155,11,City: Large
NEBBIE WILLIAMS EL,199901107,21,Suburb: Large
NECHES EL,1906102,42,Rural: Distant
NECHES H S,1906002,42,Rural: Distant
NED E WILLIAMS EL,92903126,41,Rural: Fringe
NEDERLAND H S,123905001,22,Suburb: Midsize
NEEDVILLE EL,79906102,31,Town: Fringe
NEEDVILLE H S,79906001,41,Rural: Fringe
NEEDVILLE J H,79906042,41,Rural: Fringe
NEEDVILLE MIDDLE,79906041,41,Rural: Fringe
NEFF ECC,101912209,11,City: Large
NEFF EL,101912394,11,City: Large
NEFF MIDDLE,15915041,11,City: Large
NEIDIG EL,11902103,31,Town: Fringe
NEIL ARMSTRONG EL,15908110,11,City: Large
NEISD - PK4SA,15910312,11,City: Large
NELDA SULLIVAN MIDDLE,101917146,21,Suburb: Large
NELL HILL RHEA INT,129902108,41,Rural: Fringe
NELLIE CANUP,43911107,22,Suburb: Midsize
NELLIE MAE GLASS EL,159901105,33,Town: Remote
NELSON EARLY CHILDHOOD CAMPUS,15907245,11,City: Large
NELSON EL,61901121,12,City: Midsize
NELSON MIDDLE,43905057,41,Rural: Fringe
NESMITH EL,43918103,21,Suburb: Large
NETTIE BACCUS EL,111901105,32,Town: Distant
NETTIE MARSHALL ACADEMY OF DUAL LANGUAGE,174904104,33,Town: Remote
NEW BOSTON DAEP,19905002,32,Town: Distant
NEW BOSTON H S,19905001,32,Town: Distant
NEW BOSTON MIDDLE,19905041,41,Rural: Fringe
NEW BRAUNFELS H S,46901001,13,City: Small
NEW BRAUNFELS H S NINTH GRADE CENTER,46901002,13,City: Small
NEW BRAUNFELS MIDDLE,46901041,41,Rural: Fringe
NEW CANEY EL,170908102,21,Suburb: Large
NEW CANEY H S,170908001,21,Suburb: Large
NEW CANEY MIDDLE,170908045,21,Suburb: Large
NEW CHOICE H S,57914006,21,Suburb: Large
NEW DEAL EL,152902101,41,Rural: Fringe
NEW DEAL H S,152902001,41,Rural: Fringe
NEW DEAL MIDDLE,152902041,41,Rural: Fringe
NEW DIANA H S,230906001,42,Rural: Distant
NEW DIANA MIDDLE,230906041,42,Rural: Distant
NEW DIRECTIONS,15807005,11,City: Large
NEW EL,220902122,21,Suburb: Large
NEW EL,43910166,11,City: Large
NEW EL,227904122,41,Rural: Fringe
NEW EL,101915133,21,Suburb: Large
NEW EL,227913107,41,Rural: Fringe
NEW EL,233901115,33,Town: Remote
NEW EL,71909134,11,City: Large
NEW EL #121,20901121,21,Suburb: Large
NEW EL #122,20901122,21,Suburb: Large
NEW EL #15,199901116,41,Rural: Fringe
NEW EL #19,46902127,13,City: Small
NEW EL #20,46902128,13,City: Small
NEW EL #43,101914145,41,Rural: Fringe
NEW EL #52,79907159,12,City: Midsize
NEW EL #53,79907160,12,City: Midsize
NEW EL 128,246913128,21,Suburb: Large
NEW EL 131,246913131,21,Suburb: Large
NEW EL ELC #2,79907161,12,City: Midsize
NEW H S,20901007,21,Suburb: Large
NEW H S,170908008,21,Suburb: Large
NEW H S #12,79907018,12,City: Midsize
NEW H S #14,101914014,41,Rural: Fringe
NEW H S #3,43912006,22,Suburb: Midsize
NEW HOME SCHOOL,153905001,42,Rural: Distant
NEW HOPE H S,246913011,21,Suburb: Large
NEW HORIZON H S,126905002,41,Rural: Fringe
NEW HORIZONS,14804002,43,Rural: Remote
NEW HORIZONS LEARNING CENTER,116905001,32,Town: Distant
NEW IS,101917057,21,Suburb: Large
NEW J H,20901049,21,Suburb: Large
NEW J H,170902056,13,City: Small
NEW J H,101921045,21,Suburb: Large
NEW JR #17,101914057,21,Suburb: Large
NEW MIDDLE,57914045,21,Suburb: Large
NEW MIDDLE,227904049,41,Rural: Fringe
NEW MIDDLE,71909050,11,City: Large
NEW MIDDLE #16,79907056,12,City: Midsize
NEW PATHWAYS CENTER,31903121,13,City: Small
NEW SUMMERFIELD SCHOOL,37908001,42,Rural: Distant
NEW TECH H S AT B F DARRELL H S,57905003,11,City: Large
NEW TECH H S AT COPPELL,57922003,21,Suburb: Large
NEW WAVERLY EL,236901102,41,Rural: Fringe
NEW WAVERLY H S,236901002,41,Rural: Fringe
NEW WAVERLY INT,236901101,42,Rural: Distant
NEW WAVERLY J H,236901042,42,Rural: Distant
NEWCASTLE SCHOOL,252902002,42,Rural: Distant
NEWCOMER CENTER,220901008,11,City: Large
NEWELL E WOOLLS INT,163904105,32,Town: Distant
NEWGULF EL,241901101,42,Rural: Distant
NEWMAN EL,71902133,11,City: Large
NEWMAN EL,43905136,41,Rural: Fringe
NEWMAN EL,240903109,11,City: Large
NEWMAN INTERNATIONAL ACADEMY AT FORT WORTH,220817004,11,City: Large
NEWMAN INTERNATIONAL ACADEMY AT GRACE,220817003,11,City: Large
NEWMAN INTERNATIONAL ACADEMY AT PIONEER,220817006,11,City: Large
NEWMAN INTERNATIONAL ACADEMY OF ARLINGTON,220817001,11,City: Large
NEWMAN INTERNATIONAL ACADEMY OF MANSFIELD,220817005,21,Suburb: Large
NEWMAN INTERNATIONAL AT CEDAR HILL,220817002,41,Rural: Fringe
NEWPORT EL,101906101,41,Rural: Fringe
NEWTON COLLINS EL,227910113,41,Rural: Fringe
NEWTON EL,176902104,43,Rural: Remote
NEWTON H S,176902002,43,Rural: Remote
NEWTON MIDDLE,176902041,43,Rural: Remote
NEWTON RAYZOR EL,61901107,12,City: Midsize
NEYSA CALLISON EL,246909136,12,City: Midsize
NICHOLS EL,15915170,11,City: Large
NICHOLS EL,43905134,21,Suburb: Large
NICHOLS INT,37904043,32,Town: Distant
NICHOLS J H,220901053,11,City: Large
NICHOLS SAWMILL EL,170906107,41,Rural: Fringe
NICK KERR MIDDLE,126902042,21,Suburb: Large
NIGHT SCH,43910021,11,City: Large
NIMITZ EL,133903103,33,Town: Remote
NIMITZ H S,101902005,21,Suburb: Large
NIMITZ H S,57912004,12,City: Midsize
NIMITZ MIDDLE,68901046,12,City: Midsize
NIMITZ MIDDLE,15910044,11,City: Large
NISD BEXAR COUNTY JJA,15915039,11,City: Large
NISD PKSA,15915667,21,Suburb: Large
NITA PEARSON EL,57909156,21,Suburb: Large
