Campus Name,Campus,Campus Type,Campus Type Description
EARLY CHILDHOOD,108904132,13,City: Small
EARLY CHILDHOOD CENTER,36902302,41,Rural: Fringe
EARLY CHILDHOOD CENTER,178914106,11,City: Large
EARLY CHILDHOOD CENTER,159901112,33,Town: Remote
EARLY CHILDHOOD CENTER,101908109,21,Suburb: Large
EARLY CHILDHOOD CENTER,101905107,21,Suburb: Large
EARLY CHILDHOOD CENTER,108906132,12,City: Midsize
EARLY CHILDHOOD CENTER,133903107,33,Town: Remote
EARLY CHILDHOOD CENTER,212903104,31,Town: Fringe
EARLY CHILDHOOD CTR,113901105,33,Town: Remote
EARLY CHILDHOOD DEVELOPMENT CTR,178904153,11,City: Large
EARLY CHILDHOOD SCHOOL,43905135,21,Suburb: Large
EARLY COLLEGE H S,57903010,21,Suburb: Large
EARLY COLLEGE H S,31903005,13,City: Small
EARLY COLLEGE H S AT MIDLAND COLLEGE,165901006,12,City: Midsize
EARLY EL,25909101,33,Town: Remote
EARLY H S,25909001,33,Town: Remote
EARLY LEARNING CENTER - EAST,220907132,21,Suburb: Large
EARLY LEARNING WING,101913199,21,Suburb: Large
EARLY MIDDLE,25909041,33,Town: Remote
EARLY PRI,25909102,33,Town: Remote
EARNEST O WOODS INT,234907101,32,Town: Distant
EARNESTEEN MILSTEAD MIDDLE,101917141,11,City: Large
EAST BERNARD EL,241902101,42,Rural: Distant
EAST BERNARD H S,241902001,42,Rural: Distant
EAST BERNARD J H,241902041,42,Rural: Distant
EAST CENTRAL CAST LEAD H S,15911007,41,Rural: Fringe
EAST CENTRAL CHOICE PROGAM,15911003,32,Town: Distant
EAST CENTRAL H S,15911001,41,Rural: Fringe
EAST CENTRAL HERITAGE MIDDLE,15911043,41,Rural: Fringe
EAST CHAMBERS EL,36903101,32,Town: Distant
EAST CHAMBERS H S,36903001,32,Town: Distant
EAST CHAMBERS J H,36903041,32,Town: Distant
EAST CHAMBERS PRI,36903103,32,Town: Distant
EAST CLIFF EL,205902103,21,Suburb: Large
EAST EARLY COLLEGE H S,101912345,11,City: Large
EAST EL,215901101,33,Town: Remote
EAST EL,25902109,33,Town: Remote
EAST FORT WORTH MONTESSORI ACADEMY,220811101,11,City: Large
EAST GRAND PREPARATORY ACADEMY,57841001,11,City: Large
EAST HANDLEY EL,220905126,11,City: Large
EAST MONTANA MIDDLE,71901042,41,Rural: Fringe
EAST POINT EL,71905120,11,City: Large
EAST RIDGE EL,177902102,32,Town: Distant
EAST SIDE EL,37904102,32,Town: Distant
EAST SIDE INT,158905102,33,Town: Remote
EAST TERRELL HILLS EL,15910105,11,City: Large
EAST TEXAS MONTESSORI PREP ACADEMY,92903111,13,City: Small
EAST VIEW H S,246904004,41,Rural: Fringe
EASTERN HILLS EL,220905125,11,City: Large
EASTERN HILLS H S,220905006,11,City: Large
EASTERN HILLS MIDDLE,14906046,22,Suburb: Midsize
EASTEX-JENSEN CLASSICAL ACADEMY,221801070,11,City: Large
EASTLAKE H S,71909008,41,Rural: Fringe
EASTLAND H S,67903001,33,Town: Remote
EASTLAND MIDDLE,67903041,33,Town: Remote
EASTRIDGE EL,188901105,12,City: Midsize
EASTRIDGE EL,70911103,21,Suburb: Large
EASTSIDE EL,146901104,41,Rural: Fringe
EASTSIDE MEMORIAL ECHS,227901019,11,City: Large
EASTWOOD ACADEMY,101912301,11,City: Large
EASTWOOD H S,71905002,11,City: Large
EASTWOOD HEIGHTS EL,71905124,11,City: Large
EASTWOOD KNOLLS,71905106,11,City: Large
EASTWOOD MIDDLE,71905043,11,City: Large
EBBY HALLIDAY EL,57905305,41,Rural: Fringe
ECKERT EL,101902137,21,Suburb: Large
ECONOMEDES H S,108904002,41,Rural: Fringe
ECTOR CO YOUTH CTR,68901005,41,Rural: Fringe
ECTOR COLLEGE PREP SUCCESS ACADEMY,68901047,12,City: Midsize
ECTOR EL,74905101,41,Rural: Fringe
ECTOR H S,74905001,41,Rural: Fringe
ED FRANZ EL,15916103,21,Suburb: Large
ED H WHITE EL,84910102,21,Suburb: Large
ED WILLKIE MIDDLE,220918045,11,City: Large
EDCOUCH-ELSA H S,108903001,21,Suburb: Large
EDCOUCH-ELSA H S ACADEMY,108903004,21,Suburb: Large
EDDIE FINLEY SR J H,70912042,41,Rural: Fringe
EDEN CISD,48901001,43,Rural: Remote
EDGAR GLOVER JR EL,79907131,21,Suburb: Large
EDGEMERE EL,95905103,33,Town: Remote
EDGEMERE EL,71905107,11,City: Large
EDGEWOOD EL,234903101,42,Rural: Distant
EDGEWOOD EL,101920103,11,City: Large
EDGEWOOD H S,234903001,42,Rural: Distant
EDGEWOOD INT,234903042,42,Rural: Distant
EDGEWOOD MIDDLE,234903041,42,Rural: Distant
EDINBURG ALTERNATIVE EDUCATION ACADEMY,108904005,13,City: Small
EDINBURG H S,108904001,13,City: Small
EDINBURG NORTH H S,108904003,13,City: Small
EDISON EL,49901101,32,Town: Distant
EDISON H S,15907003,11,City: Large
EDISON MIDDLE,101912046,11,City: Large
EDITH & ETHEL CARMAN EL,108909119,21,Suburb: Large
EDNA ALTERNATIVE,120901004,32,Town: Distant
EDNA BIGHAM MAYS EL,14910103,41,Rural: Fringe
EDNA EL,120901104,41,Rural: Fringe
EDNA H S,120901001,32,Town: Distant
EDNA J H,120901042,32,Town: Distant
EDNA MAE FIELDER EL,101914114,21,Suburb: Large
EDNA ROWE EL,57905232,11,City: Large
EDNA TAMAYO HOUSE,31903204,13,City: Small
EDUARDO MATA MONTESSORI SCHOOL,57905270,11,City: Large
EDUCATION CENTER INTERNATIONAL ACADEMY 1,57833001,21,Suburb: Large
EDUCATION CENTER INTERNATIONAL ACADEMY 2,57833002,21,Suburb: Large
EDUCATION CENTER INTERNATIONAL ACADEMY 3,57833003,21,Suburb: Large
EDWARD B CANNAN EL,170904106,22,Suburb: Midsize
EDWARD BRISCOE EL,220905209,11,City: Large
EDWARD H CARY MIDDLE,57905044,11,City: Large
EDWARD K DOWNING EL,68901131,41,Rural: Fringe
EDWARD ROBERSON MIDDLE,101919050,21,Suburb: Large
EDWARD TITCHE EL,57905216,11,City: Large
EDWARDS-JOHNSON MEMORIAL MIDDLE,100904041,31,Town: Fringe
EDWIN F WILLIAMS INT,179901103,33,Town: Remote
EDWIN J KIEST EL,57905166,11,City: Large
EDWIN M WELLS MIDDLE,101919043,21,Suburb: Large
EFFIE MORRIS EL,220910101,21,Suburb: Large
EGLY EL,31901123,12,City: Midsize
EHRHARDT EL,101915110,21,Suburb: Large
EHRHART SCHOOL,123805001,12,City: Midsize
EILAND EL,101915118,21,Suburb: Large
EISENHOWER EL,108904120,13,City: Small
EISENHOWER H S,101902004,11,City: Large
EISENHOWER MIDDLE,15910041,11,City: Large
EL #29,101913129,21,Suburb: Large
EL #5,105904105,41,Rural: Fringe
EL ALTER LEARNING CENTER,14906100,22,Suburb: Midsize
EL CAMPO H S,241903001,32,Town: Distant
EL CAMPO MIDDLE,241903041,41,Rural: Fringe
EL DAEP,15905126,11,City: Large
EL DAEP,79907157,21,Suburb: Large
EL DAEP,246909102,41,Rural: Fringe
EL DAEP,101912466,11,City: Large
EL DORADO EL,15910121,11,City: Large
EL DORADO H S,71909005,11,City: Large
EL FOR EDUCATION INNOVATION,152806001,11,City: Large
EL JARDIN EL,31901105,12,City: Midsize
EL MAGNET AT BLACKSHEAR,68901127,12,City: Midsize
EL MAGNET AT HAYS,68901112,12,City: Midsize
EL MAGNET AT MILAM EL,68901116,12,City: Midsize
EL MAGNET AT REAGAN EL,68901118,12,City: Midsize
EL MAGNET AT TRAVIS,68901122,12,City: Midsize
EL MAGNET AT ZAVALA,68901123,12,City: Midsize
EL PASO ACADEMY,71804001,11,City: Large
EL PASO ACADEMY WEST,71804002,11,City: Large
EL PASO CLASSICAL ACADEMY,221801071,11,City: Large
EL PASO H S,71902006,11,City: Large
EL PASO LEADERSHIP ACADEMY,71810001,11,City: Large
EL142,14906142,12,City: Midsize
EL143,14906143,12,City: Midsize
EL144,14906144,12,City: Midsize
EL145,14906145,12,City: Midsize
ELADIO R MARTINEZ LEARNING CENTER,57905265,11,City: Large
ELAINE S SCHLATHER INT,94902114,21,Suburb: Large
ELDER COOP ALTER SCHOOL,92902004,31,Town: Fringe
ELDER COOP ALTERNATIVE SCHOOL,201914004,42,Rural: Distant
ELDER MIDDLE,220905044,11,City: Large
ELDORADO EL,207901101,43,Rural: Remote
ELDORADO H S,207901001,43,Rural: Remote
ELDORADO MIDDLE,207901041,43,Rural: Remote
ELEANOR KOLITZ HEBREW LANGUAGE ACADEMY,15836001,11,City: Large
ELECTRA EL,243902101,32,Town: Distant
ELECTRA JUNIOR/SENIOR HIGH,243902001,32,Town: Distant
ELEMENTARY' DISCIPLINARY ALTERNATIVE EDUCATION PRG,57905241,11,City: Large
ELEVATE COLLEGIATE,101877001,11,City: Large
ELFIDA CHAVEZ EL,71909115,11,City: Large
ELGIN EL,11902102,31,Town: Fringe
ELGIN H S,11902001,41,Rural: Fringe
ELGIN INT,11902042,31,Town: Fringe
ELGIN MIDDLE,11902041,41,Rural: Fringe
ELIAS HERRERA MIDDLE,240903058,11,City: Large
ELIAS LONGORIA SR MIDDLE,108904048,41,Rural: Fringe
ELIGIO KIKA DE LA GARZA EL,108912107,21,Suburb: Large
ELIOT EL,101912147,11,City: Large
ELISABET NEY EL,20905107,23,Suburb: Small
ELISHA M PEASE EL,57905191,11,City: Large
ELITE STEM PRI ACADEMY,101806102,11,City: Large
ELIZABETH SMITH EL,220908114,21,Suburb: Large
ELKHART EL,1903101,42,Rural: Distant
ELKHART H S,1903001,42,Rural: Distant
ELKHART INT,1903102,42,Rural: Distant
ELKHART MIDDLE,1903041,42,Rural: Distant
ELKINS EL,220918105,11,City: Large
ELLA SCHORLEMMER EL,235902126,41,Rural: Fringe
ELLEN OCHOA STEM ACADEMY AT BEN MILIAM EL,57910109,21,Suburb: Large
ELLIOTT EL,43905126,22,Suburb: Midsize
ELLIOTT EL,57912118,12,City: Midsize
ELLIS EL,220901142,11,City: Large
ELLISON EL,15915234,11,City: Large
ELM CREEK EL,15912108,41,Rural: Fringe
ELM GROVE EL,105906107,21,Suburb: Large
ELM GROVE EL,101913107,11,City: Large
ELMA E BARRERA EL,31914101,22,Suburb: Midsize
ELMER C WATSON H S,220918002,11,City: Large
ELMORE EL,101912475,11,City: Large
ELODIA R CHAPA EL,108912109,21,Suburb: Large
ELOISE JAPHET ACADEMY,15907141,11,City: Large
ELOLF EL,15916113,21,Suburb: Large
ELOY GARZA SALAZAR EL,108902117,21,Suburb: Large
ELROD EL,15915145,11,City: Large
ELROD EL,101912148,11,City: Large
ELSA ENGLAND EL,246909139,21,Suburb: Large
ELSIK H S,101903002,11,City: Large
ELVA C LOBIT MIDDLE,84901044,41,Rural: Fringe
ELVIS J BALLEW H S,108909006,21,Suburb: Large
ELYSIAN FIELDS EL,102906101,42,Rural: Distant
ELYSIAN FIELDS H S,102906001,42,Rural: Distant
ELYSIAN FIELDS MIDDLE,102906041,42,Rural: Distant
EMELINE CARPENTER EL,174904102,33,Town: Remote
EMERSON EL,188901106,12,City: Midsize
EMERSON EL,165901114,12,City: Midsize
EMERSON EL,101912149,11,City: Large
EMERY EL,101907154,21,Suburb: Large
EMILE EL,11901101,32,Town: Distant
EMILIANO ZAPATA EL,108912118,21,Suburb: Large
EMILIO & GUADALUPE GONZALEZ PRE-K CENTER,61901124,12,City: Midsize
EMMA ROBERSON EL,111901104,32,Town: Distant
EMMA VERA EL,214903106,41,Rural: Fringe
EMMETT J CONRAD H S,57905028,11,City: Large
EMMOTT EL,101907120,21,Suburb: Large
EMPOWERMENT H S,101838001,11,City: Large
ENCINAL EL,142901104,43,Rural: Remote
ENCINO PARK EL,15910129,11,City: Large
ENDEAVOR HS-JOE FRANK CAMPBELL LEARNING CENTER,101905005,21,Suburb: Large
ENERGIZED FOR EXCELLENCE ACADEMY ECC,101912350,11,City: Large
ENERGIZED FOR EXCELLENCE ACADEMY EL,101912364,11,City: Large
ENERGIZED FOR EXCELLENCE ACADEMY INC MIDDLE,101912342,11,City: Large
ENERGIZED FOR STEM ACADEMY SOUTHEAST H S,101912321,11,City: Large
ENERGIZED FOR STEM ACADEMY SOUTHEAST MIDDLE,101912459,11,City: Large
ENERGIZED FOR STEM ACADEMY SOUTHWEST H S,101912455,11,City: Large
ENERGIZED FOR STEM ACADEMY SOUTHWEST MIDDLE,101912390,11,City: Large
ENERGY INSTITUTE H S,101912468,11,City: Large
ENGE-WASHINGTON INT,147902101,41,Rural: Fringe
ENNIS H S,70903002,41,Rural: Fringe
ENNIS J H,70903042,41,Rural: Fringe
ENRIQUE KIKI CAMARENA EL,108912121,13,City: Small
EP RAYZOR EL,61901115,21,Suburb: Large
EPPS ISLAND EL,101915105,21,Suburb: Large
ERA SCHOOL,49906001,42,Rural: Distant
ERECKSON MIDDLE,43901044,21,Suburb: Large
ERIC DAHLSTROM MIDDLE,105906043,41,Rural: Fringe
ERMA NASH EL,220908113,21,Suburb: Large
ERMEL EL,101902121,11,City: Large
ERNESTO SERNA SCHOOL,71909117,21,Suburb: Large
ERVIN C WHITT EL,57910126,21,Suburb: Large
ERVIN EL,152901196,11,City: Large
ESCAMILLA EL,101902138,21,Suburb: Large
ESCANDON EL,108904116,13,City: Small
ESCANDON EL,108906119,12,City: Midsize
ESCHOOL PREP,19907006,13,City: Small
ESCONDIDO EL,15916123,21,Suburb: Large
ESCONTRIAS EARLY CHILD CTR,71909110,21,Suburb: Large
ESCONTRIAS EL,71909111,21,Suburb: Large
ESPARZA EL,15915124,11,City: Large
ESPERANZA MEDRANO EL,57905283,11,City: Large
ESTACADO H S,152901021,11,City: Large
ESTACADO MIDDLE,95905044,33,Town: Remote
ESTRADA ACHIEVEMENT CTR,15907010,11,City: Large
ETHRIDGE EL,61902119,21,Suburb: Large
ETHRIDGE EL,57909128,21,Suburb: Large
ETOILE ACADEMY CHARTER SCHOOL,101872001,11,City: Large
ETOILE EL,174910101,43,Rural: Remote
EUBANKS INT,220919108,21,Suburb: Large
EUGENE 'GENE' KRANZ J H,84901051,41,Rural: Fringe
EULA EL,30906101,42,Rural: Distant
EULA H S,30906001,42,Rural: Distant
EULA J H,30906041,42,Rural: Distant
EULESS J H,220916042,21,Suburb: Large
EUSTACE H S,107905001,42,Rural: Distant
EUSTACE INT,107905103,42,Rural: Distant
EUSTACE MIDDLE,107905102,42,Rural: Distant
EUSTACE PRI,107905101,42,Rural: Distant
EVADALE EL,121906101,42,Rural: Distant
EVADALE H S,121906001,42,Rural: Distant
EVADALE J H,121906041,42,Rural: Distant
EVANGELINA GARZA EL,108912126,41,Rural: Fringe
EVANS EL,74903102,32,Town: Distant
EVANS MIDDLE,152901064,11,City: Large
EVANS SES,178904110,11,City: Large
EVANT EL,50901101,43,Rural: Remote
EVANT H S,50901001,43,Rural: Remote
EVELYN LOVE COLEMAN J H,70912045,21,Suburb: Large
EVELYN TURLINGTON EL,237904107,41,Rural: Fringe
EVERETTE LEE DEGOLYER EL,57905135,11,City: Large
EVERMAN ACADEMY H S,220904003,21,Suburb: Large
EVERMAN H S,220904001,21,Suburb: Large
EVERS EL,15915156,11,City: Large
EVERS PARK EL,61901112,12,City: Midsize
EVOLUTION ACADEMY BEAUMONT,57834003,12,City: Midsize
EVOLUTION ACADEMY CHARTER SCHOOL,57834001,12,City: Midsize
EVOLUTION ACADEMY HOUSTON,57834004,21,Suburb: Large
EWELL D WALKER MIDDLE,57905056,11,City: Large
EXCEL ACADEMY,101925004,11,City: Large
EXCEL ACADEMY (JJAEP),101917012,11,City: Large
EXCEL ACADEMY EDUCATION TRANSITION CENTER,101811008,11,City: Large
EXCEL H S OF CHOICE,92904003,13,City: Small
EXCELLENCE IN LEADERSHIP ACADEMY,108809001,13,City: Small
EXCELSIOR EL,210906101,43,Rural: Remote
EZZELL EL,143906101,43,Rural: Remote
F L MOFFETT PRI,210901104,33,Town: Remote
F P CAILLET EL,57905120,11,City: Large
F S LARA ACADEMY,240901007,11,City: Large
FABENS EL,71903105,41,Rural: Fringe
FABENS H S,71903001,31,Town: Fringe
FABENS MIDDLE,71903041,31,Town: Fringe
FABRA EL,130901102,31,Town: Fringe
FADDEN-MCKEOWN-CHAMBLISS EL,13901102,32,Town: Distant
FAIN EL,243905109,12,City: Midsize
FAIR OAKS RANCH EL,130901103,21,Suburb: Large
FAIRFIELD EL,81902101,33,Town: Remote
FAIRFIELD H S,81902002,33,Town: Remote
FAIRFIELD INT,81902043,33,Town: Remote
FAIRFIELD J H,81902041,33,Town: Remote
FAIRMEADOWS EL,57907102,21,Suburb: Large
FAIRMONT EL,101908108,21,Suburb: Large
FAIRMONT J H,101908044,21,Suburb: Large
FAIRVIEW ACCELERATED,41902002,41,Rural: Fringe
FAIRVIEW ACCELERATED,200902002,42,Rural: Distant
FAIRVIEW ACCELERATED,226907002,41,Rural: Fringe
FAIRVIEW ACCELERATED,226906002,41,Rural: Fringe
FAIRVIEW ACCELERATED,216901002,41,Rural: Fringe
FAIRVIEW ACCELERATED (DAEP),200901005,41,Rural: Fringe
FAIRVIEW ACCELERATED DAEP,226906005,41,Rural: Fringe
FAIRVIEW DAEP,41902005,41,Rural: Fringe
FAIRVIEW DAEP,226907005,41,Rural: Fringe
FAIRVIEW DAEP,226905008,41,Rural: Fringe
FAIRVIEW EL,91906105,13,City: Small
FAIRVIEW J H,20901046,41,Rural: Fringe
FAIRVIEW SCHOOL (DAEP),48903005,41,Rural: Fringe
FAIRVIEW SPECIAL PROGRAMS,48903195,43,Rural: Remote
FAIRVIEW SPECIAL PROGRAMS,200906195,42,Rural: Distant
FAIRVIEW SPECIAL PROGRAMS,41902195,41,Rural: Fringe
FAIRVIEW SPECIAL PROGRAMS,226905195,42,Rural: Distant
FAIRVIEW/MISS JEWELL EL,50910101,22,Suburb: Midsize
FAITH FAMILY MASTER ACADEMY,70801041,41,Rural: Fringe
FALCON PASS EL,84910124,11,City: Large
FALCON RIDGE EL,101925104,41,Rural: Fringe
FALFURRIAS EL,24901101,33,Town: Remote
FALFURRIAS H S,24901001,41,Rural: Fringe
FALFURRIAS INNOVATION ACADEMY,24901105,33,Town: Remote
FALFURRIAS J H,24901041,33,Town: Remote
FALL CREEK EL,101913124,21,Suburb: Large
FALLBROOK ACADEMY,221801065,21,Suburb: Large
FALLS CAREER H S,27904002,32,Town: Distant
FALLS CITY EL,128904101,42,Rural: Distant
FALLS CITY H S,128904001,42,Rural: Distant
FANNIN EL,71902116,11,City: Large
FANNIN EL,21902106,13,City: Small
FANNIN EL,178904111,11,City: Large
FANNIN EL,175903103,32,Town: Distant
FANNIN EL,165901107,12,City: Midsize
FANNIN EL,226903110,12,City: Midsize
FANNIN MIDDLE,188901044,12,City: Midsize
FANNINDEL EL,60914102,43,Rural: Remote
FANNINDEL H S,60914001,43,Rural: Remote
FARIAS EARLY CHILDHOOD CENTER,101912352,11,City: Large
FARIAS EL,240901105,11,City: Large
FARINE EL,57912113,12,City: Midsize
FARLEY MIDDLE,246906042,41,Rural: Fringe
FARMERS BRANCH EL,57903109,21,Suburb: Large
FARMERSVILLE H S,43904001,31,Town: Fringe
FARMERSVILLE INT,43904102,31,Town: Fringe
FARMERSVILLE J H,43904041,31,Town: Fringe
FARNEY EL,101907135,21,Suburb: Large
FARRELL EL,220901143,21,Suburb: Large
FARRIS EARLY CHILDHOOD CTR,243905130,12,City: Midsize
FARWELL EL,185902101,42,Rural: Distant
FARWELL H S,185902001,42,Rural: Distant
FARWELL J H,185902041,42,Rural: Distant
FAUBION MIDDLE,43907041,22,Suburb: Midsize
FAULK MIDDLE,31901043,12,City: Midsize
FAYE WEBB EL,178904157,11,City: Large
FAYETTEVILLE SCHOOLS,75906001,43,Rural: Remote
FEHL-PRICE EL,123910131,12,City: Midsize
FELIX G BOTELLO EL,57905289,11,City: Large
FENLEY TRANSITIONAL H S,15904010,11,City: Large
FENLEY TRANSITIONAL MIDDLE,15904047,11,City: Large
FENWICK ACADEMY,15907123,11,City: Large
FERGUSON EDUCATION CENTER,220901015,11,City: Large
FERN BLUFF EL,246909123,21,Suburb: Large
FERNANDEZ EL,15915151,11,City: Large
FERNDELL HENRY CENTER FOR LEARNING,79907038,41,Rural: Fringe
FERRIS H S,70905002,41,Rural: Fringe
FERRIS INT,70905104,21,Suburb: Large
FERRIS J H,70905041,41,Rural: Fringe
FIDEL AND ANDREA R VILLARREAL EL,253901107,41,Rural: Fringe
FIELD EL,101912152,11,City: Large
FIELD MIDDLE,57903041,21,Suburb: Large
FIELDS EL,15915226,21,Suburb: Large
FIELDS EL,108906114,12,City: Midsize
FIELDS STORE EL,237904106,42,Rural: Distant
FIEST EL,101907124,21,Suburb: Large
FINCH EL,43907102,22,Suburb: Midsize
FINE ARTS ACADEMY,220920106,21,Suburb: Large
FINLEY EL,240903112,11,City: Large
FINLEY-OATES EL,74903104,32,Town: Distant
FIRST COLONY MIDDLE,79907045,12,City: Midsize
FISHER EL,15915107,21,Suburb: Large
FISHER EL,43905107,21,Suburb: Large
FISHER ELEMENTARY,101917102,21,Suburb: Large
FITZGERALD EL,220901136,11,City: Large
FIVE PALMS EL,15908109,11,City: Large
FLATONIA EL,75901102,43,Rural: Remote
FLATONIA SECONDARY,75901001,43,Rural: Remote
FLEMING MIDDLE,101912078,11,City: Large
FLETCHER EL,123910110,12,City: Midsize
FLEX #20,170902134,13,City: Small
FLEX #21,170902135,13,City: Small
FLORENCE EL,246902101,42,Rural: Distant
FLORENCE EL,57914102,21,Suburb: Large
FLORENCE EL,220907102,21,Suburb: Large
FLORENCE H S,246902001,42,Rural: Distant
FLORENCE HILL EL,57910106,21,Suburb: Large
FLORENCE J SCOTT EL,214903103,32,Town: Distant
FLORENCE MIDDLE,246902041,42,Rural: Distant
FLORENCE W STILES MIDDLE,246913048,41,Rural: Fringe
FLORES EL,232903110,33,Town: Remote
FLORESVILLE ALTER CTR,247901002,41,Rural: Fringe
FLORESVILLE ALTERNATIVE CENTER,247904002,41,Rural: Fringe
FLORESVILLE ALTERNATIVE EDUCATION CENTER,247903002,43,Rural: Remote
FLORESVILLE H S,247901001,32,Town: Distant
FLORESVILLE MIDDLE,247901041,32,Town: Distant
FLOSSIE FLOYD GREEN EL,43901107,21,Suburb: Large
FLOUR BLUFF EL,178914101,11,City: Large
FLOUR BLUFF H S,178914001,11,City: Large
FLOUR BLUFF INT,178914105,11,City: Large
FLOUR BLUFF J H,178914041,11,City: Large
FLOUR BLUFF PRI,178914103,11,City: Large
FLOWER MOUND EL,61902112,21,Suburb: Large
FLOWER MOUND H S,61902010,21,Suburb: Large
FLOYD EL,57914116,21,Suburb: Large
FLOYDADA H S,77901001,32,Town: Distant
FLOYDADA ISD DAEP,77901004,32,Town: Distant
FLOYDADA J H,77901041,32,Town: Distant
FM 471 N AREA #4 EL,15915231,21,Suburb: Large
FOERSTER EL,101912271,11,City: Large
FOLKS MIDDLE,15915059,41,Rural: Fringe
FOLLETT SCHOOL,148902001,43,Rural: Remote
FONDREN EL,101912153,11,City: Large
FONDREN MIDDLE,101912072,11,City: Large
FONVILLE MIDDLE,101912047,11,City: Large
FONWOOD EARLY CHILDHOOD CTR,101912470,11,City: Large
FORD EL,170902112,11,City: Large
FOREST BROOK MIDDLE,101912476,11,City: Large
FOREST CREEK EL,246909126,12,City: Midsize
FOREST HILL EL,188901107,12,City: Midsize
FOREST LANE ACADEMY,57916143,11,City: Large
FOREST MEADOW J H,57916047,11,City: Large
FOREST NORTH EL,246909108,11,City: Large
FOREST OAK MIDDLE,220905045,11,City: Large
FOREST PARK MAGNET SCHOOL,92903041,13,City: Small
FOREST RIDGE,21901108,12,City: Midsize
FOREST TRAIL EL,227909104,21,Suburb: Large
FOREST VISTA EL,61902128,21,Suburb: Large
FORESTBURG SCHOOL,169910001,43,Rural: Remote
FORESTER EL,15915141,11,City: Large
FORESTRIDGE EL,57916120,11,City: Large
FORESTWOOD MIDDLE,61902048,21,Suburb: Large
FORMAN EL,43910109,11,City: Large
FORNEY H S,129902001,41,Rural: Fringe
FORNEY LEARNING ACADEMY,129902002,31,Town: Fringe
FORSAN EL,114904101,42,Rural: Distant
FORSAN H S,114904001,42,Rural: Distant
FORT BEND CO ALTER,79907010,21,Suburb: Large
FORT BEND CO ALTER,79906008,21,Suburb: Large
FORT BEND CO ALTER,79901008,21,Suburb: Large
FORT BEND CO ALTER,101914034,21,Suburb: Large
FORT BEND ISD EARLY LITERACY CENTER,79907158,11,City: Large
FORT ELLIOTT SCHOOL,242906001,43,Rural: Remote
FORT HANCOCK H S,115901004,43,Rural: Remote
FORT HANCOCK MIDDLE,115901041,43,Rural: Remote
FORT SETTLEMENT MIDDLE,79907051,12,City: Midsize
FORT STOCKTON ALAMO EL,186902102,33,Town: Remote
FORT STOCKTON APACHE EL,186902104,33,Town: Remote
FORT STOCKTON HIGH,186902001,33,Town: Remote
FORT STOCKTON INT,186902101,33,Town: Remote
FORT STOCKTON MIDDLE,186902041,33,Town: Remote
FORT WORTH ACADEMY OF FINE ARTS,220809001,11,City: Large
FORT WORTH ACADEMY OF FINE ARTS EL,220809101,11,City: Large
FORTIS ACADEMY,101000008,21,Suburb: Large
FOSSIL HILL MIDDLE,220907042,11,City: Large
FOSSIL RIDGE H S,220907002,11,City: Large
FOSTER ACADEMY,15907125,11,City: Large
FOSTER EL,220901126,11,City: Large
FOSTER EL,161912101,42,Rural: Distant
FOSTER EL,101913104,11,City: Large
FOSTER EL,101912154,11,City: Large
FOSTER H S,79901003,41,Rural: Fringe
FOSTER MIDDLE,92903042,13,City: Small
FOSTER VILLAGE EL,220902117,21,Suburb: Large
FOUNDATION SCHOOL OF AUTISM - SAN ANTONIO,72801151,11,City: Large
FOUNDERS CLASSICAL ACADEMY,221801043,21,Suburb: Large
FOUNDERS CLASSICAL ACADEMY - FRISCO,221801068,21,Suburb: Large
FOUNDERS CLASSICAL ACADEMY - ROCKWALL,221801072,21,Suburb: Large
FOUNDERS CLASSICAL ACADEMY OF FLOWER MOUND,221801063,21,Suburb: Large
FOUNDERS CLASSICAL ACADEMY OF LEANDER,221801058,21,Suburb: Large
FOUNDERS CLASSICAL ACADEMY OF MESQUITE,221801061,21,Suburb: Large
FOUNDERS CLASSICAL ACADEMY OF SCHERTZ,221801066,41,Rural: Fringe
FOUR POINTS MIDDLE,246913047,41,Rural: Fringe
FOWLER EL,243905111,12,City: Midsize
FOWLER MIDDLE,43905048,11,City: Large
FOX RUN EL,15910130,11,City: Large
FOX TECHNICAL H S,15907004,11,City: Large
FRANCES AND JEANNETTE LEE EL,116901101,42,Rural: Distant
FRANCES CORPREW EL,225902101,33,Town: Remote
FRANCES E NORTON EL,43901108,21,Suburb: Large
FRANCIS EL,101902105,11,City: Large
FRANCIS R SCOBEE MIDDLE,15912044,21,Suburb: Large
FRANCISCO BARRIENTES MIDDLE,108904046,13,City: Small
FRANCISCO MEDRANO MIDDLE,57905079,11,City: Large
FRANCONE EL,101907112,21,Suburb: Large
FRANK D MOATES EL,57906108,21,Suburb: Large
FRANK EL,101915125,21,Suburb: Large
FRANK GUZICK EL,57905240,11,City: Large
FRANK L MADLA ACCELERATED COLLEGIATE ACADEMY,15805041,11,City: Large
FRANK L MADLA EARLY COLLEGE H S,15805001,11,City: Large
FRANK M TEJEDA ACADEMY,15904004,11,City: Large
FRANK MACIAS EL,71901105,21,Suburb: Large
FRANK MADLA EL,15908108,11,City: Large
FRANK MCMILLAN J H,43914043,21,Suburb: Large
FRANK NEWMAN MIDDLE,142901041,33,Town: Remote
FRANK SEALE MIDDLE,70908042,21,Suburb: Large
FRANK STONE MIDDLE,139911042,33,Town: Remote
FRANKFORD MIDDLE,43910052,11,City: Large
